2016-06-17	08:35:30.013006	1466152530.013006	R	1-101@172.17.0.2	CSeq:1 REGISTER	SIP/2.0 401 Unauthorized
2016-06-17	08:35:30.013600	1466152530.013600	S	1-101@172.17.0.2	CSeq:2 REGISTER	REGISTER sip:qap.voip.lifeisbetteron.com SIP/2.0
2016-06-17	08:35:30.051734	1466152530.051734	R	1-101@172.17.0.2	CSeq:2 REGISTER	SIP/2.0 200 OK
