2016-06-17	08:32:08.666726	1466152328.666726	R	1-90@172.17.0.2	CSeq:1 REGISTER	SIP/2.0 401 Unauthorized
2016-06-17	08:32:08.667354	1466152328.667354	S	1-90@172.17.0.2	CSeq:2 REGISTER	REGISTER sip:qap.voip.lifeisbetteron.com SIP/2.0
2016-06-17	08:32:08.707731	1466152328.707731	R	1-90@172.17.0.2	CSeq:2 REGISTER	SIP/2.0 200 OK
