2016-06-17	08:25:09.696228	1466151909.696228	R	1-60@172.17.0.2	CSeq:1 REGISTER	SIP/2.0 401 Unauthorized
2016-06-17	08:25:09.697501	1466151909.697501	S	1-60@172.17.0.2	CSeq:2 REGISTER	REGISTER sip:staging.voip.lifeisbetteron.com SIP/2.0
2016-06-17	08:25:09.732304	1466151909.732304	R	1-60@172.17.0.2	CSeq:2 REGISTER	SIP/2.0 200 OK
