2016-06-17	08:27:10.916678	1466152030.916678	R	1-71@172.17.0.2	CSeq:1 REGISTER	SIP/2.0 401 Unauthorized
2016-06-17	08:27:10.917433	1466152030.917433	S	1-71@172.17.0.2	CSeq:2 REGISTER	REGISTER sip:staging.voip.lifeisbetteron.com SIP/2.0
2016-06-17	08:27:10.951076	1466152030.951076	R	1-71@172.17.0.2	CSeq:2 REGISTER	SIP/2.0 200 OK
